Acropora2085	K17597
Acropora20936	K20097
Acropora4894	K16590
Acropora70175	K00670
Acropora51072	K03038
Acropora74013	K01835
Acropora11377	K09533
Acropora11778	K15164
Acropora60276	K11485
Acropora7130	K23224
Acropora3754	K10361
Acropora7792	K14300
Acropora65700	K05048
Acropora20993	K20825
Acropora29052	K07375
Acropora4086	K16512
Acropora76718	K13095
Acropora60668	K12440
Acropora2629	K25470
Acropora68946	K07440
Acropora10184	K22023
Acropora92704	K10408
Acropora53967	K06564
Acropora50838	K14861
Acropora2408	K00236
Acropora10769	K09250
Acropora47517	K14611
Acropora62274	K13010
Acropora30282	K21625
Acropora43248	K08132
Acropora53325	K08144
Acropora12000	K01823
Acropora9241	K12319
Acropora33526	K18953
Acropora29273	K21358
Acropora50504	K04662
Acropora44467	K10703
Acropora15833	K21989
Acropora609	K02138
Acropora24872	K06754
Acropora82358	K03777
Acropora24450	K03798
Acropora8232	K08770
Acropora73575	K08857
Acropora73413	K11835
Acropora14676	K12437
Acropora51429	K09874
Acropora13617	K06238
Acropora26275	K07151
Acropora67346	K12823
Acropora38067	K01489
Acropora3715	K17494
Acropora28239	K20286
Acropora28426	K17609
Acropora9502	K03234
Acropora18438	K19951
Acropora8622	K20826
Acropora49382	K03036
Acropora53211	K11594
Acropora21950	K10866
Acropora9086	K00344
Acropora16766	K04255
Acropora51726	K11825
Acropora35128	K20404
Acropora44980	K00315
Acropora25812	K13864
Acropora53006	K03243
Acropora4762	K17943
Acropora78221	K04988
Acropora71589	K04905
Acropora9948	K01047
Acropora3633	K17341
Acropora14276	K08132
Acropora9604	K18592
Acropora12914	K06058
Acropora2132	K24469
Acropora28958	K11254
Acropora11787	K17592
Acropora6744	K01112
Acropora20320	K04209
Acropora59355	K03033
Acropora30782	K10408
Acropora5993	K03139
Acropora85749	K00088
Acropora29827	K17690
Acropora85668	K05849
Acropora31048	K12591
Acropora91825	K07300
Acropora5640	K07376
Acropora9566	K24683
Acropora26083	K08658
Acropora10619	K04594
Acropora31149	K01832
Acropora2258	K07883
Acropora14389	K24813
Acropora11050	K16669
Acropora26606	K11377
Acropora4337	K04443
Acropora92240	K01962
Acropora34288	K00873
Acropora67511	K10393
Acropora12534	K17079
Acropora46097	K17499
Acropora45939	K25802
Acropora44990	K11594
Acropora3094	K04706
Acropora15569	K19626
Acropora31074	K01507
Acropora29686	K04849
Acropora19618	K00274
Acropora5616	K06816
Acropora10907	K09267
Acropora13455	K08854
Acropora62939	K04904
Acropora24424	K00814
Acropora1029	K23297
Acropora65084	K05349
Acropora2293	K17341
Acropora28348	K12442
Acropora10950	K00432
Acropora47543	K05096
Acropora29333	K09267
Acropora8897	K09436
Acropora29276	K01517
Acropora13177	K16601
Acropora43006	K08288
Acropora16605	K10484
Acropora52155	K00029
Acropora27941	K12231
Acropora44470	K17495
Acropora13914	K09229
Acropora41736	K21871
Acropora59881	K12231
Acropora24885	K12035
Acropora20006	K01107
Acropora4105	K24332
Acropora92367	K14999
Acropora22127	K04142
Acropora66967	K10408
Acropora23197	K00444
Acropora26415	K24133
Acropora28564	K24456
Acropora79481	K01872
Acropora62736	K15120
Acropora6324	K00111
Acropora1220	K17732
Acropora14954	K00218
Acropora18371	K17689
Acropora59914	K16473
Acropora62918	K09452
Acropora31986	K25470
Acropora560	K02272
Acropora24970	K05700
Acropora13013	K24842
Acropora80945	K12960
Acropora57129	K08869
Acropora23622	K00902
Acropora17339	K17341
Acropora25142	K14686
Acropora4193	K01283
Acropora7025	K01869
Acropora21403	K01115
Acropora456	K03948
Acropora55644	K20840
Acropora32184	K15691
Acropora7311	K02880
Acropora13302	K24350
Acropora4610	K00022
Acropora11221	K09037
Acropora8036	K21278
Acropora16445	K07380
Acropora11627	K07560
Acropora37526	K00873
Acropora11361	K19882
Acropora16377	K16766
Acropora39126	K08244
Acropora73372	K10357
Acropora39169	K04043
Acropora19816	K17981
Acropora5177	K10410
Acropora75382	K06158
Acropora3032	K00432
Acropora9447	K08592
Acropora17857	K16677
Acropora12415	K18561
Acropora59963	K00700
Acropora13062	K17197
Acropora2324	K00681
Acropora23538	K21853
Acropora3286	K20028
Acropora12686	K21844
Acropora5511	K12181
Acropora56799	K04739
Acropora7415	K11321
Acropora73547	K08857
Acropora14271	K14613
Acropora75660	K12042
Acropora51606	K04874
Acropora10981	K21734
Acropora85969	K09480
Acropora20165	K24725
Acropora1701	K13187
Acropora4671	K17339
Acropora41425	K06677
Acropora56553	K10646
Acropora26495	K06641
Acropora14865	K10088
Acropora82576	K12275
Acropora5468	K09441
Acropora29341	K03083
Acropora824	K24142
Acropora48668	K13752
Acropora8123	K22858
Acropora30683	K17572
Acropora4856	K06485
Acropora1686	K22556
Acropora18861	K04434
Acropora14240	K21596
Acropora2543	K24205
Acropora48706	K18669
Acropora39783	K20715
Acropora12421	K08908
Acropora15051	K24733
Acropora46660	K08175
Acropora21650	K18703
Acropora20779	K20225
Acropora59873	K08960
Acropora31192	K00088
Acropora14907	K17407
Acropora74764	K10408
Acropora4368	K02951
Acropora33460	K01586
Acropora18578	K05034
Acropora30632	K03113
Acropora62562	K10895
Acropora68514	K24226
Acropora40174	K01950
Acropora14308	K05175
Acropora42761	K01313
Acropora13574	K17425
Acropora75800	K05546
Acropora7168	K13649
Acropora68826	K15639
Acropora33041	K11314
Acropora15093	K20029
Acropora52038	K24333
Acropora77778	K03555
Acropora7601	K19755
Acropora36040	K03251
Acropora14471	K11416
Acropora19164	K01456
Acropora17174	K10397
Acropora37377	K09608
Acropora26161	K16489
Acropora9931	K12878
Acropora13483	K02137
Acropora32355	K25632
Acropora17091	K13106
Acropora1492	K08504
Acropora5732	K17345
Acropora9324	K11654
Acropora71855	K07869
Acropora13343	K11723
Acropora40904	K08378
Acropora29863	K22399
Acropora2242	K08490
Acropora44320	K01868
Acropora19145	K13862
Acropora28222	K23504
Acropora1304	K25101
Acropora43782	K00555
Acropora37242	K21440
Acropora13307	K09613
Acropora39628	K26437
Acropora55401	K08794
Acropora39285	K01408
Acropora84949	K02183
Acropora12853	K17341
Acropora23450	K03231
Acropora36467	K23994
Acropora45002	K08292
Acropora27705	K00235
Acropora27661	K24469
Acropora29123	K12349
Acropora44743	K10949
Acropora18038	K24469
Acropora56612	K14573
Acropora42218	K11835
Acropora6159	K16795
Acropora15277	K24200
Acropora60789	K08239
Acropora93677	K05662
Acropora25818	K01196
Acropora5146	K12196
Acropora53791	K16342
Acropora5082	K20366
Acropora25105	K14648
Acropora10071	K25417
Acropora73794	K00645
Acropora41139	K13164
Acropora30270	K12597
Acropora89184	K06020
Acropora18148	K11757
Acropora12444	K09608
Acropora26729	K05648
Acropora8425	K01403
Acropora2914	K02973
Acropora9014	K12351
Acropora33668	K11251
Acropora40816	K10408
Acropora11497	K23705
Acropora22319	K01951
Acropora29946	K14570
Acropora17305	K16477
Acropora53860	K05312
Acropora44301	K23342
Acropora9547	K18082
Acropora84812	K20295
Acropora11970	K23342
Acropora93227	K18423
Acropora93233	K10408
Acropora22254	K24228
Acropora57416	K03363
Acropora32453	K16743
Acropora5312	K11669
Acropora74351	K05546
Acropora83311	K03108
Acropora15973	K04134
Acropora18395	K21247
Acropora26581	K18405
Acropora24362	K08770
Acropora69135	K12585
Acropora69795	K05516
Acropora35070	K08624
Acropora12588	K03131
Acropora79770	K17341
Acropora9592	K07190
Acropora10610	K05463
Acropora34427	K22763
Acropora30994	K09657
Acropora24829	K24741
Acropora24164	K11087
Acropora51690	K20843
Acropora17193	K16288
Acropora2224	K11098
Acropora2730	K12856
Acropora36531	K20661
Acropora15003	K02957
Acropora71564	K14963
Acropora63091	K04460
Acropora25139	K14763
Acropora23544	K10408
Acropora46630	K01712
Acropora1735	K07893
Acropora3312	K12837
Acropora3966	K12176
Acropora54407	K14801
Acropora80991	K14290
Acropora66476	K00383
Acropora1999	K02736
Acropora77370	K14074
Acropora31629	K00327
Acropora61497	K10266
Acropora10155	K08857
Acropora2434	K02166
Acropora29777	K00658
Acropora18280	K24943
Acropora42608	K10642
Acropora41303	K11828
Acropora654	K05754
Acropora17459	K07809
Acropora10343	K24750
Acropora54908	K25727
Acropora9285	K24419
Acropora3146	K18732
Acropora27421	K07994
Acropora679	K06094
Acropora32654	K10994
Acropora20035	K24941
Acropora5329	K08035
Acropora29266	K04550
Acropora86625	K06147
Acropora48593	K09361
Acropora2699	K17285
Acropora94114	K04892
Acropora9168	K13291
Acropora15209	K02608
Acropora35690	K24469
Acropora42963	K15016
Acropora2719	K23014
Acropora63010	K18561
Acropora6218	K24427
Acropora28905	K00962
Acropora18547	K10779
Acropora57233	K24425
Acropora26630	K06100
Acropora14174	K02331
Acropora92448	K20028
Acropora19478	K18172
Acropora11077	K06068
Acropora70277	K17866
Acropora9663	K00688
Acropora50116	K06255
Acropora15406	K00249
Acropora7776	K08134
Acropora19109	K01132
Acropora6401	K05497
Acropora32297	K11182
Acropora64421	K05592
Acropora33375	K24887
Acropora86588	K08776
Acropora13567	K24729
Acropora39729	K22372
Acropora28336	K00488
Acropora11696	K11840
Acropora27105	K12872
Acropora28055	K06631
Acropora38919	K14292
Acropora667	K08002
Acropora75355	K03327
Acropora21903	K17533
Acropora17072	K24627
Acropora4098	K17794
Acropora47021	K03019
Acropora10821	K08202
Acropora59688	K01792
Acropora19916	K19756
Acropora31950	K10884
Acropora22655	K07513
Acropora717	K12877
Acropora3766	K12192
Acropora828	K09510
Acropora85886	K10461
Acropora2827	K02737
Acropora18616	K18273
Acropora37566	K00697
Acropora3554	K08272
Acropora10948	K17701
Acropora2888	K01279
Acropora1947	K14648
Acropora38512	K03164
Acropora78516	K17680
Acropora83579	K04550
Acropora83873	K10408
Acropora54152	K12849
Acropora2965	K01074
Acropora12142	K10423
Acropora8734	K10660
Acropora7999	K22936
Acropora4068	K06067
Acropora12486	K11765
Acropora2078	K04371
Acropora65291	K03696
Acropora36270	K10380
Acropora22608	K09699
Acropora26240	K05104
Acropora5915	K00809
Acropora29092	K09228
Acropora2863	K14388
Acropora49010	K14620
Acropora31163	K14536
Acropora1152	K07937
Acropora28775	K13412
Acropora19674	K00600
Acropora91673	K01230
Acropora57604	K04851
Acropora38268	K13412
Acropora4502	K18211
Acropora17711	K02999
Acropora18128	K13049
Acropora67753	K12813
Acropora71669	K01956
Acropora19211	K01301
Acropora3407	K09540
Acropora30444	K05658
Acropora396	K11251
Acropora47657	K02912
Acropora56235	K06070
Acropora17727	K13348
Acropora16187	K11757
Acropora67142	K22390
Acropora23615	K13129
Acropora55631	K05849
Acropora3820	K12827
Acropora24266	K23720
Acropora37766	K24729
Acropora11451	K21032
Acropora59851	K11584
Acropora7655	K06063
Acropora18647	K12621
Acropora89813	K00542
Acropora11985	K02865
Acropora7987	K12567
Acropora30318	K09657
Acropora15840	K06765
Acropora894	K22383
Acropora7009	K07573
Acropora76334	K17336
Acropora73891	K10529
Acropora436	K02295
Acropora68645	K03470
Acropora29471	K01191
Acropora18021	K20067
Acropora18836	K11086
Acropora69659	K07300
Acropora2193	K03434
Acropora33297	K12302
Acropora23812	K14725
Acropora76612	K23438
Acropora4274	K23790
Acropora47175	K07407
Acropora80544	K05863
Acropora58864	K09680
Acropora11617	K13221
Acropora3429	K07838
Acropora6636	K13337
Acropora6015	K23902
Acropora49761	K24723
Acropora19629	K15382
Acropora27161	K06002
Acropora8390	K00569
Acropora81294	K15445
Acropora53632	K07376
Acropora47433	K04715
Acropora51814	K24469
Acropora9512	K17902
Acropora112	K09381
Acropora27369	K02870
Acropora24840	K19947
Acropora856	K25700
Acropora34219	K19750
Acropora2841	K05094
Acropora23	K02971
Acropora45728	K09609
Acropora48137	K00940
Acropora13185	K21440
Acropora4006	K23041
Acropora6102	K08202
Acropora71149	K22763
Acropora85710	K05542
Acropora2300	K19828
Acropora17584	K10380
Acropora75408	K08869
Acropora1249	K04397
Acropora18917	K06627
Acropora13058	K07566
Acropora43934	K01491
Acropora24896	K01644
Acropora8277	K10366
Acropora13158	K05812
Acropora91870	K00850
Acropora47483	K00658
Acropora8032	K06277
Acropora26412	K15015
Acropora7903	K13783
Acropora21082	K09485
Acropora10673	K22078
Acropora17818	K10411
Acropora19039	K21626
Acropora16576	K02183
Acropora11622	K06820
Acropora15733	K08076
Acropora28750	K25532
Acropora55482	K18592
Acropora17791	K01673
Acropora69704	K25701
Acropora32397	K01887
Acropora52238	K12848
Acropora19	K07374
Acropora24029	K14567
Acropora39999	K07114
Acropora1229	K02896
Acropora1577	K14838
Acropora22539	K01251
Acropora11192	K06047
Acropora17852	K11099
Acropora33386	K19656
Acropora69015	K14004
Acropora51848	K12442
Acropora1475	K06491
Acropora28082	K20777
Acropora61995	K24740
Acropora44420	K02921
Acropora15522	K02677
Acropora36230	K06158
Acropora59917	K10649
Acropora56564	K24759
Acropora9603	K02183
Acropora9859	K12868
Acropora17006	K16681
Acropora24515	K09572
Acropora49794	K00485
Acropora19854	K23490
Acropora64323	K00102
Acropora13924	K17592
Acropora82442	K01598
Acropora65120	K03267
Acropora4476	K12866
Acropora14015	K01178
Acropora33021	K10358
Acropora57087	K01897
Acropora6579	K10457
Acropora14146	K23386
Acropora35543	K18703
Acropora41438	K13750
Acropora10565	K25185
Acropora10683	K09490
Acropora1415	K02699
Acropora27150	K08202
Acropora22408	K00615
Acropora68674	K02938
Acropora65956	K10313
Acropora33539	K13803
Acropora5523	K17491
Acropora83346	K07004
Acropora33198	K10398
Acropora39935	K04040
Acropora4071	K26437
Acropora12947	K24185
Acropora65607	K20224
Acropora29880	K08202
Acropora20533	K02541
Acropora16251	K12401
Acropora22522	K12737
Acropora49136	K07511
Acropora49027	K15503
Acropora37078	K10803
Acropora471	K03320
Acropora20196	K03704
Acropora31043	K18192
Acropora47161	K02927
Acropora52349	K10408
Acropora9229	K03068
Acropora16893	K25138
Acropora18022	K14795
Acropora82408	K12815
Acropora25219	K05849
Acropora55732	K17808
Acropora5353	K06254
Acropora73134	K06959
Acropora13881	K08882
Acropora12685	K14384
Acropora37391	K05175
Acropora13547	K14809
Acropora32733	K08796
Acropora16750	K00181
Acropora1104	K03992
Acropora93147	K03008
Acropora53031	K13421
Acropora15891	K08873
Acropora9914	K00134
Acropora25880	K17603
Acropora73656	K00706
Acropora11303	K01673
Acropora18457	K18405
Acropora29299	K18261
Acropora38610	K08490
Acropora6572	K11518
Acropora9758	K02882
Acropora46148	K11816
Acropora1982	K07937
Acropora3832	K23690
Acropora69735	K17911
Acropora32864	K13291
Acropora20728	K00344
Acropora48858	K21862
Acropora18391	K13139
Acropora8401	K01013
Acropora62855	K13752
Acropora28489	K09067
Acropora25850	K03097
Acropora30030	K17457
Acropora9166	K04501
Acropora43290	K04984
Acropora36264	K07048
Acropora23005	K03469
Acropora89276	K11273
Acropora1403	K20791
Acropora5114	K10355
Acropora439	K12757
Acropora44379	K19657
Acropora24905	K00461
Acropora6197	K08955
Acropora63022	K19372
Acropora90780	K12823
Acropora83190	K17807
Acropora30079	K02895
Acropora44070	K04239
Acropora2469	K25083
Acropora31760	K15264
Acropora22214	K08588
Acropora16629	K06756
Acropora23564	K05665
Acropora39552	K07937
Acropora10898	K19502
Acropora5664	K14775
Acropora15211	K10408
Acropora11747	K20317
Acropora20689	K11290
Acropora82293	K10408
Acropora3650	K17411
Acropora84001	K10408
Acropora249	K02953
Acropora50493	K04210
Acropora31821	K12035
Acropora6520	K06778
Acropora51778	K10862
Acropora34073	K07963
Acropora55869	K05849
Acropora22460	K03320
Acropora16524	K24418
Acropora47597	K00434
Acropora19327	K23958
Acropora22595	K15201
Acropora432	K14443
Acropora40397	K03083
Acropora9428	K00249
Acropora322	K04448
Acropora13276	K05695
Acropora83800	K17499
Acropora33176	K02964
Acropora10770	K07937
Acropora3627	K17285
Acropora44829	K06269
Acropora27304	K17767
Acropora14150	K15382
Acropora12622	K07393
Acropora45388	K18460
Acropora64849	K10380
Acropora13938	K24680
Acropora31470	K01662
Acropora1862	K04456
Acropora5839	K23802
Acropora12852	K10686
Acropora43386	K02183
Acropora37571	K14167
Acropora18786	K20194
Acropora7053	K03063
Acropora35443	K01223
Acropora51630	K12821
Acropora44926	K15449
Acropora1536	K07511
Acropora11111	K13107
Acropora19652	K11088
Acropora13612	K20315
Acropora26128	K10848
Acropora46628	K01115
Acropora16814	K20298
Acropora13005	K06095
Acropora78755	K06642
Acropora4963	K07532
Acropora9861	K00901
Acropora34997	K24509
Acropora55669	K09849
Acropora7318	K00846
Acropora30039	K00699
Acropora51623	K12442
Acropora29664	K10418
Acropora1208	K00831
Acropora24763	K00789
Acropora9312	K17920
Acropora74592	K12823
Acropora49866	K14007
Acropora1889	K26736
Acropora10427	K24070
Acropora24623	K10296
Acropora73991	K07404
Acropora57644	K12444
Acropora29762	K24431
Acropora47123	K16634
Acropora36890	K04371
Acropora41419	K00314
Acropora44680	K15445
Acropora398	K26219
Acropora44415	K24729
Acropora22746	K17290
Acropora25226	K09624
Acropora84596	K10380
Acropora19582	K24652
Acropora3056	K02989
Acropora17269	K14206
Acropora36819	K14780
Acropora34273	K24734
Acropora1696	K01110
Acropora40949	K01875
Acropora38184	K25395
Acropora18935	K10807
Acropora2403	K04348
Acropora7836	K24485
Acropora46671	K24427
Acropora78618	K24901
Acropora34560	K17689
Acropora59591	K04344
Acropora17947	K17598
Acropora90798	K23405
Acropora21515	K15381
Acropora10694	K04125
Acropora81249	K10355
Acropora10867	K18258
Acropora39353	K18398
Acropora21064	K03217
Acropora3617	K02159
Acropora45336	K00558
Acropora2231	K01900
Acropora19768	K01637
Acropora30789	K21396
Acropora93778	K05692
Acropora33241	K04349
Acropora32160	K09657
Acropora1690	K04368
Acropora95745	K12196
Acropora9047	K13963
Acropora26741	K20165
Acropora48522	K25428
Acropora47836	K25401
Acropora9114	K14552
Acropora14913	K04144
Acropora12988	K17094
Acropora68073	K12751
Acropora21209	K01052
Acropora44977	K05658
Acropora9779	K17578
Acropora18840	K24640
Acropora83971	K09627
Acropora20542	K25802
Acropora43271	K01379
Acropora57156	K17545
Acropora50216	K08867
Acropora56075	K16484
Acropora10507	K03146
Acropora18182	K16465
Acropora16993	K08803
Acropora23233	K24124
Acropora4366	K14847
Acropora10441	K10260
Acropora15582	K02607
Acropora80498	K00814
Acropora48308	K00163
Acropora16212	K02959
Acropora45214	K07300
Acropora6908	K07767
Acropora14704	K00777
Acropora9809	K23490
Acropora12722	K24943
Acropora51007	K12231
Acropora45103	K08863
Acropora13898	K03392
Acropora77671	K04615
Acropora24072	K17387
Acropora70168	K12443
Acropora26004	K00855
Acropora25334	K00600
Acropora28166	K13180
Acropora19887	K13516
Acropora30136	K14321
Acropora87458	K08808
Acropora14023	K06767
Acropora46267	K12608
Acropora44725	K00547
Acropora37201	K10380
Acropora13038	K05636
Acropora20237	K16726
Acropora77766	K25805
Acropora14050	K23611
Acropora3971	K01253
Acropora1199	K04437
Acropora18297	K06072
Acropora66953	K01349
Acropora28078	K00742
Acropora3066	K11816
Acropora21395	K20103
Acropora3827	K09608
Acropora3703	K15603
Acropora26809	K12855
Acropora36734	K04199
Acropora63405	K15694
Acropora3393	K07868
Acropora4783	K14399
Acropora2516	K09608
Acropora6079	K00942
Acropora39357	K10408
Acropora22677	K01382
Acropora43075	K04373
Acropora81813	K10684
Acropora23217	K19671
Acropora9830	K02872
Acropora90355	K00036
Acropora22959	K14652
Acropora32495	K05310
Acropora5649	K17908
Acropora2305	K12896
Acropora13015	K25392
Acropora3991	K17594
Acropora54878	K00652
Acropora9150	K12316
Acropora38296	K24469
Acropora40996	K02516
Acropora29269	K03768
